account_id,account_name,brand_name,spend,spend_rank,account_share,spend_share,cumulative_spend_share
MJ-0123,漫剧品牌C-账号-0123,漫剧品牌C,674.1225,79,0.14337568058076225,0.003255729413397549,0.7423411132884798
MJ-0157,漫剧品牌D-账号-0157,漫剧品牌D,669.67043,80,0.14519056261343014,0.003234227779422263,0.7455753410679021
MJ-0544,漫剧品牌D-账号-0544,漫剧品牌D,656.41993,81,0.147005444646098,0.0031702334125346065,0.7487455744804368
MJ-0550,漫剧品牌D-账号-0550,漫剧品牌D,652.00369,82,0.14882032667876588,0.0031489048224569533,0.7518944793028938
MJ-0104,漫剧品牌C-账号-0104,漫剧品牌C,635.23895,83,0.15063520871143377,0.0030679381478155307,0.7549624174507094
MJ-0073,漫剧品牌D-账号-0073,漫剧品牌D,632.40171,84,0.15245009074410162,0.003054235466595325,0.7580166529173047
MJ-0078,漫剧品牌D-账号-0078,漫剧品牌D,630.41579,85,0.1542649727767695,0.003044644304519212,0.7610612972218239
MJ-0376,漫剧品牌C-账号-0376,漫剧品牌C,623.9305,86,0.1560798548094374,0.0030133230692727803,0.7640746202910967
MJ-0543,漫剧品牌H-账号-0543,漫剧品牌H,611.58007,87,0.15789473684210525,0.00295367566361712,0.7670282959547139
MJ-0524,漫剧品牌D-账号-0524,漫剧品牌D,609.42026,88,0.15970961887477314,0.00294324468565043,0.7699715406403643
MJ-0471,漫剧品牌G-账号-0471,漫剧品牌G,607.39919,89,0.16152450090744103,0.0029334837637919613,0.7729050244041563
MJ-0044,漫剧品牌C-账号-0044,漫剧品牌C,596.38429,90,0.16333938294010888,0.00288028640883699,0.7757853108129933
MJ-0158,漫剧品牌D-账号-0158,漫剧品牌D,593.14611,91,0.16515426497277677,0.0028646473552942356,0.7786499581682875
MJ-0005,漫剧品牌C-账号-0005,漫剧品牌C,589.41093,92,0.16696914700544466,0.0028466079998501815,0.7814965661681377
MJ-0526,漫剧品牌D-账号-0526,漫剧品牌D,586.02673,93,0.16878402903811252,0.002830263730847411,0.7843268298989851
MJ-0137,漫剧品牌C-账号-0137,漫剧品牌C,566.02875,94,0.1705989110707804,0.002733681860794808,0.7870605117597799
MJ-0215,漫剧品牌G-账号-0215,漫剧品牌G,565.70202,95,0.1724137931034483,0.0027321038916998147,0.7897926156514797
MJ-0470,漫剧品牌G-账号-0470,漫剧品牌G,559.21043,96,0.17422867513611615,0.0027007522300912536,0.792493367881571
MJ-0138,漫剧品牌D-账号-0138,漫剧品牌D,550.72399,97,0.17604355716878403,0.0026597662782456566,0.7951531341598166
MJ-0156,漫剧品牌D-账号-0156,漫剧品牌D,548.0431,98,0.17785843920145192,0.0026468187020601956,0.7977999528618768
MJ-0317,漫剧品牌E-账号-0317,漫剧品牌E,537.14377,99,0.17967332123411978,0.0025941795018149492,0.8003941323636917
MJ-0009,漫剧品牌C-账号-0009,漫剧品牌C,532.19734,100,0.18148820326678766,0.0025702903160329704,0.8029644226797247
MJ-0070,漫剧品牌D-账号-0070,漫剧品牌D,529.85237,101,0.18330308529945555,0.0025589650927945605,0.8055233877725192
MJ-0122,漫剧品牌C-账号-0122,漫剧品牌C,527.78986,102,0.1851179673321234,0.0025490040330874205,0.8080723918056066
MJ-0048,漫剧品牌C-账号-0048,漫剧品牌C,519.0642,103,0.1869328493647913,0.0025068627488055483,0.8105792545544122
MJ-0018,漫剧品牌B-账号-0018,漫剧品牌B,502.39328,104,0.18874773139745918,0.002426349185480785,0.813005603739893
MJ-0140,漫剧品牌D-账号-0140,漫剧品牌D,476.61049,105,0.19056261343012704,0.0023018291052840077,0.8153074328451769
MJ-0349,漫剧品牌D-账号-0349,漫剧品牌D,470.714,106,0.19237749546279492,0.002273351527501328,0.8175807843726782
MJ-0063,漫剧品牌D-账号-0063,漫剧品牌D,468.49238,107,0.19419237749546278,0.002262622033115082,0.8198434064057933
MJ-0374,漫剧品牌C-账号-0374,漫剧品牌C,463.88435,108,0.19600725952813067,0.0022403671776417542,0.8220837735834351
MJ-0171,漫剧品牌G-账号-0171,漫剧品牌G,460.31038,109,0.19782214156079855,0.002223106398997516,0.8243068799824326
MJ-0136,漫剧品牌D-账号-0136,漫剧品牌D,459.24681,110,0.1996370235934664,0.0022179698012245483,0.8265248497836571
MJ-0084,漫剧品牌D-账号-0084,漫剧品牌D,454.13996,111,0.2014519056261343,0.002193305854011973,0.8287181556376692
MJ-0511,漫剧品牌D-账号-0511,漫剧品牌D,428.47353,112,0.20326678765880218,0.0020693477438941395,0.8307875033815633
MJ-0020,漫剧品牌C-账号-0020,漫剧品牌C,425.21521,113,0.20508166969147004,0.0020536114225841976,0.8328411148041475
MJ-0437,漫剧品牌G-账号-0437,漫剧品牌G,423.7592,114,0.20689655172413793,0.002046579503929649,0.8348876943080771
MJ-0357,漫剧品牌C-账号-0357,漫剧品牌C,421.24653,115,0.20871143375680581,0.002034444359908849,0.8369221386679859
MJ-0169,漫剧品牌G-账号-0169,漫剧品牌G,409.88565,116,0.21052631578947367,0.001979576066419046,0.838901714734405
MJ-0168,漫剧品牌D-账号-0168,漫剧品牌D,407.47697,117,0.21234119782214156,0.0019679431505566286,0.8408696578849616
MJ-0354,漫剧品牌C-账号-0354,漫剧品牌C,406.99323,118,0.21415607985480944,0.001965606888903239,0.8428352647738648
MJ-0143,漫剧品牌D-账号-0143,漫剧品牌D,389.0271,119,0.2159709618874773,0.0018788380035954144,0.8447141027774603
MJ-0021,漫剧品牌B-账号-0021,漫剧品牌B,388.35091,120,0.2177858439201452,0.001875572289022699,0.846589675066483
MJ-0538,漫剧品牌D-账号-0538,漫剧品牌D,388.05928,121,0.21960072595281308,0.001874163838230997,0.848463838904714
MJ-0307,漫剧品牌F-账号-0307,漫剧品牌F,383.54844,122,0.22141560798548093,0.0018523783697632777,0.8503162172744773
MJ-0300,漫剧品牌G-账号-0300,漫剧品牌G,382.22605,123,0.22323049001814882,0.0018459917797607442,0.852162209054238
MJ-0378,漫剧品牌C-账号-0378,漫剧品牌C,382.16421,124,0.2250453720508167,0.0018456931184537497,0.8540079021726917
MJ-0453,漫剧品牌G-账号-0453,漫剧品牌G,381.10115,125,0.22686025408348456,0.0018405589837672404,0.855848461156459
MJ-0035,漫剧品牌C-账号-0035,漫剧品牌C,379.25314,126,0.22867513611615245,0.0018316338692468779,0.8576800950257059
MJ-0092,漫剧品牌D-账号-0092,漫剧品牌D,378.24487,127,0.23049001814882034,0.0018267643473192665,0.8595068593730252
MJ-0347,漫剧品牌D-账号-0347,漫剧品牌D,375.5523,128,0.2323049001814882,0.0018137603616243344,0.8613206197346495
MJ-0103,漫剧品牌C-账号-0103,漫剧品牌C,367.70458,129,0.23411978221415608,0.0017758591599405038,0.86309647889459
MJ-0201,漫剧品牌G-账号-0201,漫剧品牌G,361.37452,130,0.23593466424682397,0.0017452876205977712,0.8648417665151877
MJ-0517,漫剧品牌F-账号-0517,漫剧品牌F,360.50931,131,0.23774954627949182,0.0017411090185695556,0.8665828755337573
MJ-0166,漫剧品牌D-账号-0166,漫剧品牌D,360.22397,132,0.2395644283121597,0.0017397309458441698,0.8683226064796015
MJ-0485,漫剧品牌H-账号-0485,漫剧品牌H,356.43841,133,0.2413793103448276,0.0017214482760947083,0.8700440547556961
MJ-0233,漫剧品牌G-账号-0233,漫剧品牌G,350.95353,134,0.24319419237749546,0.0016949586022669458,0.8717390133579631
MJ-0372,漫剧品牌C-账号-0372,漫剧品牌C,350.72834,135,0.24500907441016334,0.001693871028856174,0.8734328843868193
MJ-0197,漫剧品牌G-账号-0197,漫剧品牌G,347.554,136,0.24682395644283123,0.0016785402957829945,0.8751114246826023
MJ-0057,漫剧品牌D-账号-0057,漫剧品牌D,347.38078,137,0.24863883847549909,0.001677703715711882,0.8767891283983141
MJ-0159,漫剧品牌D-账号-0159,漫剧品牌D,344.22097,138,0.25045372050816694,0.0016624431564548512,0.8784515715547689
MJ-0065,漫剧品牌D-账号-0065,漫剧品牌D,342.3293,139,0.25226860254083483,0.0016533071824153527,0.8801048787371842
MJ-0325,漫剧品牌E-账号-0325,漫剧品牌E,337.03817,140,0.2540834845735027,0.0016277532399625934,0.8817326319771468
MJ-0440,漫剧品牌G-账号-0440,漫剧品牌G,333.8161,141,0.2558983666061706,0.0016121919909744262,0.8833448239681212
MJ-0130,漫剧品牌C-账号-0130,漫剧品牌C,330.34915,142,0.2577132486388385,0.0015954480741198803,0.8849402720422411
MJ-0493,漫剧品牌D-账号-0493,漫剧品牌D,329.09628,143,0.2595281306715064,0.0015893972366086513,0.8865296692788498
MJ-0095,漫剧品牌D-账号-0095,漫剧品牌D,323.46154,144,0.2613430127041742,0.0015621838017287183,0.8880918530805785
MJ-0216,漫剧品牌G-账号-0216,漫剧品牌G,323.33709,145,0.2631578947368421,0.0015615827603371354,0.8896534358409156
MJ-0313,漫剧品牌E-账号-0313,漫剧品牌E,305.89073,146,0.26497277676951,0.001477324146496591,0.8911307599874122
MJ-0285,漫剧品牌C-账号-0285,漫剧品牌C,303.73944,147,0.26678765880217786,0.0014669343165624944,0.8925976943039747
MJ-0116,漫剧品牌C-账号-0116,漫剧品牌C,299.22025,148,0.26860254083484575,0.0014451085210910007,0.8940428028250658
MJ-0284,漫剧品牌F-账号-0284,漫剧品牌F,296.33058,149,0.27041742286751363,0.0014311526249237423,0.8954739554499895
MJ-0293,漫剧品牌G-账号-0293,漫剧品牌G,292.89522,150,0.27223230490018147,0.0014145612745421583,0.8968885167245317
MJ-0301,漫剧品牌F-账号-0301,漫剧品牌F,292.59007,151,0.27404718693284935,0.001413087527811411,0.8983016042523432
MJ-0110,漫剧品牌C-账号-0110,漫剧品牌C,280.02054,152,0.27586206896551724,0.0013523819608950375,0.8996539862132382
MJ-0431,漫剧品牌G-账号-0431,漫剧品牌G,276.09584,153,0.2776769509981851,0.0013334273032048383,0.9009874135164431
MJ-0069,漫剧品牌D-账号-0069,漫剧品牌D,274.62695,154,0.279491833030853,0.00132633317954327,0.9023137466959863
MJ-0327,漫剧品牌E-账号-0327,漫剧品牌E,270.41039,155,0.2813067150635209,0.001305968960257672,0.903619715656244
MJ-0217,漫剧品牌G-账号-0217,漫剧品牌G,269.562,156,0.2831215970961887,0.00130187159178676,0.9049215872480307
MJ-0176,漫剧品牌G-账号-0176,漫剧品牌G,267.29305,157,0.2849364791288566,0.001290913513318042,0.9062125007613487
MJ-0160,漫剧品牌D-账号-0160,漫剧品牌D,266.473,158,0.2867513611615245,0.0012869530151808984,0.9074994537765296
MJ-0139,漫剧品牌D-账号-0139,漫剧品牌D,266.21636,159,0.2885662431941924,0.0012857135514385454,0.9087851673279682
MJ-0199,漫剧品牌G-账号-0199,漫剧品牌G,254.53001,160,0.29038112522686027,0.0012292733741261748,0.9100144407020944
MJ-0277,漫剧品牌D-账号-0277,漫剧品牌D,253.81802,161,0.29219600725952816,0.0012258347605432654,0.9112402754626376
MJ-0071,漫剧品牌D-账号-0071,漫剧品牌D,250.71731,162,0.294010889292196,0.0012108596295404936,0.9124511350921781
MJ-0238,漫剧品牌G-账号-0238,漫剧品牌G,249.86256,163,0.2958257713248639,0.0012067315449325751,0.9136578666371107
MJ-0430,漫剧品牌D-账号-0430,漫剧品牌D,249.66342,164,0.29764065335753176,0.0012057697821144168,0.9148636364192251
MJ-0520,漫剧品牌G-账号-0520,漫剧品牌G,241.26771,165,0.29945553539019965,0.0011652220181792923,0.9160288584374043
MJ-0298,漫剧品牌F-账号-0298,漫剧品牌F,240.48821,166,0.30127041742286753,0.001161457359563472,0.9171903157969679
MJ-0280,漫剧品牌F-账号-0280,漫剧品牌F,237.9581,167,0.3030852994555354,0.0011492379876449686,0.9183395537846128
MJ-0481,漫剧品牌H-账号-0481,漫剧品牌H,232.08135,168,0.30490018148820325,0.00112085574579696,0.9194604095304099
MJ-0534,漫剧品牌F-账号-0534,漫剧品牌F,229.68256,169,0.30671506352087113,0.0011092705944935044,0.9205696801249034
MJ-0540,漫剧品牌F-账号-0540,漫剧品牌F,228.34604,170,0.308529945553539,0.0011028157625073383,0.9216724958874107
MJ-0367,漫剧品牌C-账号-0367,漫剧品牌C,228.00167,171,0.3103448275862069,0.001101152599598384,0.9227736484870092
MJ-0093,漫剧品牌D-账号-0093,漫剧品牌D,223.92205,172,0.3121597096188748,0.0010814497431746852,0.9238550982301839
MJ-0076,漫剧品牌D-账号-0076,漫剧品牌D,220.38431,173,0.3139745916515426,0.001064363940260596,0.9249194621704444
MJ-0086,漫剧品牌D-账号-0086,漫剧品牌D,213.46321,174,0.3157894736842105,0.0010309379251920204,0.9259504000956365
MJ-0121,漫剧品牌C-账号-0121,漫剧品牌C,205.08926,175,0.3176043557168784,0.0009904952529457738,0.9269408953485823
MJ-0220,漫剧品牌G-账号-0220,漫剧品牌G,204.25289,176,0.3194192377495463,0.0009864559360419718,0.9279273512846242
MJ-0211,漫剧品牌G-账号-0211,漫剧品牌G,200.07373,177,0.32123411978221417,0.0009662723430966325,0.9288936236277209
MJ-0196,漫剧品牌G-账号-0196,漫剧品牌G,198.90488,178,0.32304900181488205,0.0009606272870054179,0.9298542509147263
MJ-0542,漫剧品牌H-账号-0542,漫剧品牌H,197.23361,179,0.3248638838475499,0.0009525557526823107,0.9308068066674086
MJ-0212,漫剧品牌G-账号-0212,漫剧品牌G,195.2695,180,0.32667876588021777,0.00094306992377414,0.9317498765911827
MJ-0427,漫剧品牌G-账号-0427,漫剧品牌G,195.04553,181,0.32849364791288566,0.0009419882424525426,0.9326918648336352
MJ-0223,漫剧品牌G-账号-0223,漫剧品牌G,194.65204,182,0.33030852994555354,0.0009400878505106064,0.9336319526841458
MJ-0206,漫剧品牌G-账号-0206,漫剧品牌G,194.46896,183,0.33212341197822143,0.0009392036507679709,0.9345711563349137
MJ-0004,漫剧品牌F-账号-0004,漫剧品牌F,194.4601,184,0.3339382940108893,0.0009391608606777385,0.9355103171955914
MJ-0230,漫剧品牌B-账号-0230,漫剧品牌B,190.72952,185,0.33575317604355714,0.0009211437213076201,0.936431460916899
MJ-0530,漫剧品牌H-账号-0530,漫剧品牌H,189.08092,186,0.33756805807622503,0.0009131816735923647,0.9373446425904913
MJ-0153,漫剧品牌D-账号-0153,漫剧品牌D,186.70776,187,0.3393829401088929,0.0009017203044573804,0.9382463628949487
MJ-0145,漫剧品牌D-账号-0145,漫剧品牌D,184.49897,188,0.3411978221415608,0.0008910527735990892,0.9391374156685478
MJ-0351,漫剧品牌C-账号-0351,漫剧品牌C,183.84966,189,0.3430127041742287,0.0008879168781714583,0.9400253325467193
MJ-0192,漫剧品牌E-账号-0192,漫剧品牌E,181.02382,190,0.3448275862068966,0.0008742692541779625,0.9408996018008973
MJ-0224,漫剧品牌G-账号-0224,漫剧品牌G,179.88707,191,0.3466424682395644,0.0008687792276461679,0.9417683810285434
MJ-0490,漫剧品牌D-账号-0490,漫剧品牌D,177.04193,192,0.3484573502722323,0.0008550383927337687,0.9426234194212773
MJ-0442,漫剧品牌G-账号-0442,漫剧品牌G,175.44101,193,0.3502722323049002,0.0008473066194544368,0.9434707260407317
MJ-0353,漫剧品牌C-账号-0353,漫剧品牌C,173.42704,194,0.35208711433756806,0.0008375799876231297,0.9443083060283548
MJ-0066,漫剧品牌D-账号-0066,漫剧品牌D,172.47245,195,0.35390199637023595,0.0008329697176191837,0.945141275745974
MJ-0165,漫剧品牌D-账号-0165,漫剧品牌D,172.34562,196,0.35571687840290384,0.0008323571818241297,0.9459736329277981
MJ-0003,漫剧品牌D-账号-0003,漫剧品牌D,172.25698,197,0.35753176043557167,0.000831929087738554,0.9468055620155367
MJ-0126,漫剧品牌C-账号-0126,漫剧品牌C,170.02102,198,0.35934664246823955,0.0008211303371566043,0.9476266923526933
MJ-0547,漫剧品牌F-账号-0547,漫剧品牌F,168.32625,199,0.36116152450090744,0.0008129453076731739,0.9484396376603664
MJ-0172,漫剧品牌D-账号-0172,漫剧品牌D,168.11661,200,0.3629764065335753,0.000811932834251467,0.949251570494618
MJ-0350,漫剧品牌D-账号-0350,漫剧品牌D,168.09604,201,0.3647912885662432,0.0008118334897643246,0.9500634039843823
MJ-0229,漫剧品牌G-账号-0229,漫剧品牌G,166.96773,202,0.3666061705989111,0.0008063842248986205,0.9508697882092809
MJ-0094,漫剧品牌D-账号-0094,漫剧品牌D,165.59414,203,0.3684210526315789,0.0007997503603340218,0.9516695385696149
MJ-0150,漫剧品牌D-账号-0150,漫剧品牌D,163.11164,204,0.3702359346642468,0.0007877609247807515,0.9524572994943956
MJ-0487,漫剧品牌G-账号-0487,漫剧品牌G,162.99002,205,0.3720508166969147,0.0007871735511042203,0.9532444730454999
MJ-0125,漫剧品牌C-账号-0125,漫剧品牌C,161.13148,206,0.3738656987295826,0.000778197581092871,0.9540226706265927
MJ-0377,漫剧品牌C-账号-0377,漫剧品牌C,160.68464,207,0.37568058076225047,0.0007760395309890952,0.9547987101575819
MJ-0296,漫剧品牌C-账号-0296,漫剧品牌C,156.12393,208,0.37749546279491836,0.0007540132113024265,0.9555527233688843
MJ-0207,漫剧品牌G-账号-0207,漫剧品牌G,155.97726,209,0.3793103448275862,0.0007533048566145722,0.9563060282254989
MJ-0072,漫剧品牌D-账号-0072,漫剧品牌D,155.28696,210,0.3811252268602541,0.0007499709966498502,0.9570559992221488
MJ-0469,漫剧品牌H-账号-0469,漫剧品牌H,152.87266,211,0.38294010889292196,0.0007383109385405812,0.9577943101606894
MJ-0146,漫剧品牌D-账号-0146,漫剧品牌D,152.65137,212,0.38475499092558985,0.0007372422004968417,0.9585315523611863
